,symptom,expected_disease,gpt-4o-mini,gemini-1.5-flash,gpt-4o-mini_accuracy1,gpt-4o-mini_accuracy2,gpt-4o-mini_accuracy_overall,gemini-1.5-flash_accuracy1,gemini-1.5-flash_accuracy2,gemini-1.5-flash_accuracy_overall
481,"I have fatigue, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation.",hypothyroidism,"1. hypothyroidism - [true]
2. hashimoto's thyroiditis - [true]
3. depression - [true]
4. anemia - [also_possible]
5. chronic fatigue syndrome - [false]
6. hyperthyroidism - [false]","1. hypothyroidism - [true]
2.  autoimmune thyroiditis (hashimoto's) - [also_possible]
3.  anemia - [more_info]
",1,1,1,1,1,1
482,"I have fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, excessive hunger, muscle weakness, irritability, abnormal menstruation.",hyperthyroidism,"1. hyperthyroidism - [true]
2. depression - [also_possible]
3. diabetes mellitus - [also_possible]
4. adrenal insufficiency - [false]","1. hyperthyroidism - [true]
2. diabetes mellitus type 1 - [also_possible]
3. anxiety disorder - [more_info]
",1,1,1,1,1,1
483,"I have fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations.",hypoglycemia,"1. diabetes mellitus - [true]
2. hyperthyroidism - [true]
3. anxiety disorder - [false]
4. migraine - [false]
5. stroke - [also_possible]
6. hypoglycemia - [true]","1. hypoglycemia - [true]
2. anxiety disorder (panic attack) - [also_possible]
3. stroke - [more_info]
4. hyperthyroidism - [more_info]

",0,0,1,1,1,1
484,"I have vomiting, headache, nausea, spinning movements, loss of balance, unsteadiness.",(vertigo) paroymsal  positional vertigo,"1. vestibular neuritis - [true]
2. meniere's disease - [also_possible]
3. migraine associated vertigo - [true]
4. labyrinthitis - [more_info]","1. vestibular neuronitis - [true]
2. labyrinthitis - [also_possible]
3. migraine-associated vertigo - [true]
4. meniere's disease - [more_info]
5. inner ear infection - [more_info]
",0,0,0,0,0,0
485,"I have vomiting, headache, nausea, spinning movements, unsteadiness.",(vertigo) paroymsal  positional vertigo,"1. migraine - [true]
2. vestibular neuritis - [true]
3. labyrinthitis - [also_possible]
4. meniere's disease - [more_info]","1. vestibular neuronitis - [more_info]
2. labyrinthitis - [more_info]
3. migraine-associated vertigo - [more_info]
4. meniere's disease - [more_info]
5. inner ear infection - [more_info]
",0,0,0,0,0,0
486,"I have burning micturition, bladder discomfort, foul smell of urine.",urinary tract infection,"1. urinary tract infection (uti) - [true]
2. cystitis - [true]
3. pyelonephritis - [also_possible]
4. sexually transmitted infection (sti) - [more_info]","1. urinary tract infection (uti) - [true]
2. prostatitis (if male) - [more_info]
3. bladder cancer - [more_info]
",1,1,1,1,1,1
487,"I have skin rash, high fever, blister, red sore around nose, yellow crust ooze.",impetigo,"1. impetigo - [true]
2. herpes simplex virus (cold sores) - [also_possible]
3. chickenpox - [false]
4. eczema - [false]
5. shingles - [false]","1. impetigo - [true]
2. staphylococcal scalded skin syndrome (ssss) - [also_possible]
3. herpes simplex virus (hsv) - [more_info]
",1,1,1,1,1,1
488,"I have skin rash, blister, red sore around nose, yellow crust ooze.",impetigo,"1. impetigo - [true]
2. herpes simplex virus (cold sores) - [also_possible]
3. contact dermatitis - [false]
4. eczema - [false]","1. impetigo - [true]
2. eczema - [also_possible]
3. herpes simplex - [more_info]
",1,1,1,1,1,1
489,"I have skin rash, high fever, blister, red sore around nose, yellow crust ooze.",impetigo,"1. impetigo - [true]
2. herpes simplex virus (cold sores) - [also_possible]
3. chickenpox - [false]
4. eczema - [false]
5. shingles - [false]","1. impetigo - [true]
2. cellulitis - [also_possible]
3. staphylococcal scalded skin syndrome (ssss) - [more_info]
",1,1,1,1,1,1
490,"I have shivering, chills, watering from eyes.",allergy,"1. influenza - [true]
2. common cold - [true]
3. allergic reaction - [also_possible]
4. covid-19 - [more_info]","1. influenza - [possible]
2. common cold - [possible]
3. allergies - [possible]

",0,0,0,0,0,0
491,"I have itching, vomiting, yellowish skin, nausea, loss of appetite, yellowing of eyes.",chronic cholestasis,"1. hepatitis - [true]
2. jaundice - [true]
3. liver cirrhosis - [also_possible]
4. gallbladder disease - [more_info]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gallstones - [more_info]
5. pancreatitis - [more_info]
",0,0,0,0,0,0
492,"I have itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes.",chronic cholestasis,"1. hepatitis - [true]
2. jaundice - [true]
3. liver cirrhosis - [also_possible]
4. gallbladder disease - [more_info]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gallstones - [more_info]
5. pancreatitis - [more_info]
",0,0,0,0,0,0
493,"I have itching, skin rash, stomach pain, burning micturition.",drug reaction,"1. urinary tract infection (uti) - [true]
2. allergic reaction - [true]
3. gastroenteritis - [also_possible]
4. dermatitis - [false]","1.  allergic reaction - [possible]
2.  urinary tract infection (uti) - [possible]
3.  gastroenteritis - [possible]
4.  inflammatory bowel disease (ibd) - [more_info]
5.  shingles - [more_info]

",0,0,0,0,0,0
494,"I have fatigue, cough, breathlessness, family history, mucoid sputum.",bronchial asthma,"1. chronic obstructive pulmonary disease (copd) - [true]
2. asthma - [also_possible]
3. lung cancer - [more_info]","1. chronic obstructive pulmonary disease (copd) - [true]
2. asthma - [also_possible]
3. lung cancer - [more_info]
4. bronchitis - [more_info]

",0,0,0,0,0,0
495,"I have fatigue, cough, high fever, breathlessness, family history.",bronchial asthma,"1. covid-19 - [true]
2. influenza - [true]
3. pneumonia - [also_possible]
4. tuberculosis - [more_info]","1. influenza - [also_possible]
2. pneumonia - [also_possible]
3. covid-19 - [also_possible]
4. tuberculosis - [more_info]
5. bronchitis - [more_info]

**note:**  this is a preliminary assessment based on limited information.  a definitive diagnosis requires a thorough medical examination, including potentially blood tests, imaging (like chest x-ray), and possibly other diagnostic procedures.  the family history needs further clarification to assess its relevance.
",0,0,0,0,0,0
496,"I have headache, dizziness, loss of balance, lack of concentration.",hypertension ,"1. migraine - [true]
2. vestibular neuritis - [true]
3. concussion - [also_possible]
4. stroke - [more_info]","1. migraine - [true]
2. concussion - [more_info]
3. multiple sclerosis (ms) - [more_info]
4. vestibular neuronitis - [more_info]

",0,0,0,0,0,0
497,"I have headache, chest pain, dizziness, loss of balance.",hypertension ,"1. stroke - [true]
2. heart attack - [true]
3. migraine - [also_possible]
4. anxiety disorder - [false]
5. vertigo - [false]","1. cardiovascular disease - [more_info]
2. stroke - [more_info]
3. migraine - [more_info]
4. anxiety attack - [more_info]

**reasoning:**  the symptoms presented (headache, chest pain, dizziness, loss of balance) are non-specific and could indicate a range of serious and less serious conditions.  cardiovascular disease and stroke are life-threatening possibilities given the chest pain and neurological symptoms (dizziness, loss of balance).  migraine can present with similar symptoms, particularly the headache and dizziness.  anxiety attacks can also cause chest pain, dizziness, and feelings of imbalance.  more information is needed to rule out or confirm any of these possibilities.
",0,0,0,0,0,0
498,"I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain.",jaundice,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. cholecystitis - [false]
4. pancreatitis - [false]
5. gastroenteritis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. pancreatitis - [more_info]
5. cholangitis - [more_info]
",0,0,0,0,0,0
499,"I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine.",jaundice,"1. hepatitis - [true]
2. liver cirrhosis - [also_possible]
3. cholecystitis - [false]
4. pancreatitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. liver cancer - [more_info]
5. pancreatitis - [more_info]
",0,0,0,0,0,0
500,"I have itching, skin rash, fatigue, lethargy, high fever, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body.",chicken pox,"1. infectious mononucleosis - [true]
2. scarlet fever - [true]
3. measles - [also_possible]
4. chickenpox - [false]
5. lyme disease - [false]","1. infectious mononucleosis - [possible]
2. rubella - [possible]
3. measles - [possible]
4. chickenpox - [possible]
5. scarlet fever - [possible]

**note:**  the symptoms described are consistent with several viral and bacterial infections.  further testing (blood tests, physical examination) is crucial to determine the precise diagnosis.  the initial possibilities listed above are based on the overlapping symptoms but  cannot be confirmed or ruled out without additional information.
",0,0,0,0,0,0
501,"I have itching, skin rash, fatigue, lethargy, high fever, headache, mild fever, swelled lymph nodes, malaise, red spots over body.",chicken pox,"1. infectious mononucleosis - [true]
2. scarlet fever - [true]
3. measles - [also_possible]
4. chickenpox - [false]
5. lyme disease - [false]","1. measles - [true]
2. rubella - [also_possible]
3. scarlet fever - [true]
4. infectious mononucleosis - [true]
5. rocky mountain spotted fever - [more_info]

**note:**  the presence of a rash, fever, swollen lymph nodes, and other systemic symptoms makes several infectious diseases possible.  more information, such as the specific appearance of the rash, travel history, and exposure to sick individuals, is needed to narrow down the possibilities and definitively rule out some options.  a proper diagnosis requires a medical professional's evaluation.
",0,0,0,0,0,0
502,"I have skin rash, chills, joint pain, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body.",dengue,"1. dengue fever - [true]
2. zika virus - [also_possible]
3. chikungunya - [also_possible]
4. lyme disease - [false]
5. viral exanthem - [false]","1. dengue fever - [true]
2. zika virus - [also_possible]
3. influenza - [true]
4. lyme disease - [more_info]
5. rocky mountain spotted fever - [more_info]

**reasoning:**

the symptoms presented (skin rash, chills, joint pain, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body) are consistent with several infectious diseases.  dengue and zika share many overlapping symptoms, especially the rash, fever, joint pain and muscle pain.  influenza can also present with many of these symptoms, although less often with the characteristic rash and eye pain. lyme disease and rocky mountain spotted fever are possibilities due to the rash, fever, and joint pain; however, more information is needed to assess whether the rash is consistent with the distinctive patterns of those diseases (e.g., location, progression).  further testing and information on tick bites would be crucial to determining this.
",1,1,1,1,1,1
503,"I have joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain.",hepatitis a,"1. hepatitis - [true]
2. cholecystitis - [also_possible]
3. pancreatitis - [false]
4. gastroenteritis - [false]","1. hepatitis a - [true]
2. hepatitis b - [also_possible]
3. pancreatitis - [true]
4. gallstones - [true]
",0,0,0,1,1,1
504,"I have vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain.",hepatitis a,"1. hepatitis a - [true]
2. hepatitis b - [true]
3. hepatitis c - [true]
4. liver cirrhosis - [also_possible]
5. gallbladder disease - [false]
6. pancreatitis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. gallstones - [more_info]
5. pancreatitis - [more_info]

**reasoning:** the symptoms presented (jaundice, dark urine, abdominal pain, nausea, vomiting, diarrhea, fever, and muscle pain) are consistent with several conditions affecting the liver, gallbladder, and pancreas.  more information, including blood tests (liver function tests, bilirubin levels) and imaging (ultrasound), is needed to differentiate between these possibilities.
",1,1,1,1,1,1
505,"I have joint pain, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain.",hepatitis a,"1. hepatitis - [true]
2. jaundice - [true]
3. cholecystitis - [also_possible]
4. pancreatitis - [false]
5. gastroenteritis - [false]","1. hepatitis a - [more_info]
2. hepatitis b - [more_info]
3. hepatitis c - [more_info]
4. cholangitis - [more_info]
5. cirrhosis - [more_info]
6. pancreatitis - [more_info]
7. gilbert's syndrome - [more_info]


**reasoning:** the symptoms presented (jaundice, dark urine, abdominal pain, nausea, loss of appetite, fever, muscle pain) are indicative of several liver and pancreatic conditions.  the presence of jaundice (yellowing of skin and eyes) strongly suggests a problem with bilirubin processing.  diarrhoea could be related to several of these conditions, but requires further investigation.  more information is needed to differentiate between these possibilities.  specific blood tests (liver function tests, viral hepatitis markers, amylase/lipase levels) and imaging (ultrasound) are needed for a conclusive diagnosis.
",0,0,0,1,1,1
